"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_Lensflare_TB_SoftGlow.M_Lensflare_TB_SoftGlow","0","0","9","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Textures/Tile/Heat/T_2ndInfectedMapLinear_Mat.T_2ndInfectedMapLinear_Mat","0","0","14","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_Rand_Master.M_Hotdog_Spark_VLerp_Rand_Master","0","0","9","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Water/M_WaterImpact_Strand_Masked.M_WaterImpact_Strand_Masked","0","0","112","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/DirectionalLit/M_ResidualMuzzleSmoke_Master.M_ResidualMuzzleSmoke_Master","0","0","72","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/M_SoftSmoke_FakeLit2.M_SoftSmoke_FakeLit2","0","0","54","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Debris/M_Invis_Debris.M_Invis_Debris","0","0","74","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","0","36","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Sparks/M_Pellets_InvisMoving.M_Pellets_InvisMoving","0","0","27","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Sparks/M_Hotdog_VLerp_DirectionTint.M_Hotdog_VLerp_DirectionTint","0","0","27","1","0.000000","0","0"
"/Game/ParagonMurdock/Characters/Maps/BackGroundAssets/HDRSky.HDRSky","0","0","4","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_MASTER.M_Hotdog_Spark_VLerp_MASTER","0","0","9","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/Hyperbreach/M_Smoke_Particles_SubUV2.M_Smoke_Particles_SubUV2","0","0","72","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/M_LingerSmoke_MasterAdditiveWarp_Simple.M_LingerSmoke_MasterAdditiveWarp_Simple","0","0","72","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/M_InvisSmoke_MasterAdditiveWarp.M_InvisSmoke_MasterAdditiveWarp","0","0","74","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Shield_Hexes_Break.M_Shield_Hexes_Break","0","0","44","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_Rocket_Flair2.M_Rocket_Flair2","0","0","9","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_Lensflare_TB_Soft.M_Lensflare_TB_Soft","0","0","9","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/M_Minion_Smoke_MacroUV.M_Minion_Smoke_MacroUV","0","0","9","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/M_Minion_Smoke.M_Minion_Smoke","0","0","9","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/M_InvisSmoke_Master.M_InvisSmoke_Master","0","0","36","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Shield_Rays.M_Shield_Rays","0","0","36","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_PH_Orb_FlatFlareEdge.M_PH_Orb_FlatFlareEdge","0","0","12","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/DirectionalLit/M_Directional_Lit_Depth_Smoke_SubUV_8X8.M_Directional_Lit_Depth_Smoke_SubUV_8X8","0","0","72","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/M_ThickSmoke_MASTER.M_ThickSmoke_MASTER","0","0","54","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_Explo_Rays.M_Explo_Rays","0","0","36","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_AddGlow.M_AddGlow","0","0","18","2","0.000000","0","0"
"/Game/ParagonMurdock/FX/CineRescue/es060/M_Smoke.M_Smoke","0","0","72","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_spanishtile.m_spanishtile","0","0","108","4","0.000000","0","27"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_tarp.m_tarp","0","0","23","1","0.000000","0","0"
"/Game/ParagonMurdock/Characters/Heroes/Murdock/Skins/Tier2/Corrupt/Textures/T_ArmSkin_Mat.T_ArmSkin_Mat","0","0","31","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_travertine_interlocking.m_travertine_interlocking","0","0","23","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_roundshingles.m_roundshingles","0","0","69","3","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_crackedmud.m_crackedmud","0","0","23","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_washedconcrete.m_washedconcrete","0","0","23","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_travertine_rectangular_staggered.m_travertine_rectangular_staggered","0","0","23","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_concrete.m_concrete","0","0","23","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_caliche_02.m_caliche_02","0","0","23","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_asphalt.m_asphalt","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","12","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Trap_Boundary_Sphere_Offset.M_Trap_Boundary_Sphere_Offset","0","0","14","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Shield_Startup_Hex.M_Shield_Startup_Hex","0","0","36","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_Lensflare_TB_Soft_LDR2HDR.M_Lensflare_TB_Soft_LDR2HDR","0","0","24","2","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Sparks/M_Spark_VelocityLerp_WorldColor.M_Spark_VelocityLerp_WorldColor","0","0","36","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/Hyperbreach/M_Smoke_Offset_Particles_SubUV_UNLIT.M_Smoke_Offset_Particles_SubUV_UNLIT","0","0","36","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_ceramic_floor_tile.m_ceramic_floor_tile","0","0","46","2","0.000000","0","69"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Water/M_Water_Drops_Master.M_Water_Drops_Master","0","0","12","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Water/M_WaterImpact_Cylinder.M_WaterImpact_Cylinder","0","0","50","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_concreteblock.m_concreteblock","0","0","46","2","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_inferno.m_inferno","0","0","46","2","0.000000","0","23"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_diamond_pattern.m_diamond_pattern","0","0","23","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_concrete_floor_panels.m_concrete_floor_panels","0","0","174","2","0.000000","0","4290"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Murdock_HotPursuit_RedBlueTrail.M_Murdock_HotPursuit_RedBlueTrail","0","0","20","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Environment/Water/M_WaterRipple_Mesh_Foam.M_WaterRipple_Mesh_Foam","0","0","106","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Tech/M_Holo_Display_02_FlickerIn.M_Holo_Display_02_FlickerIn","0","0","20","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/Hyperbreach/M_Smoke_Offset_Particles_SubUV_LIT.M_Smoke_Offset_Particles_SubUV_LIT","0","0","98","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/Hyperbreach/M_Smoke_Offset_Particles_SubUV_Details_UNLIT.M_Smoke_Offset_Particles_SubUV_Details_UNLIT","0","0","36","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/Hyperbreach/M_Smoke_Offset_Particles_SubUV_Details_TightDepth_UNLIT.M_Smoke_Offset_Particles_SubUV_Details_TightDepth_UNLIT","0","0","36","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Shells/M_SpreadShot_Shell_Eject.M_SpreadShot_Shell_Eject","0","0","26","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Shells/M_Plasma_Shot_Shell.M_Plasma_Shot_Shell","0","0","38","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/MuzzleFlashes/M_Murdock_Muzzle.M_Murdock_Muzzle","0","0","15","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/MuzzleFlashes/M_MurdockMuzzle_02.M_MurdockMuzzle_02","0","0","12","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Trap_Boundary_Deploy.M_Trap_Boundary_Deploy","0","0","10","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Trap_Beams.M_Trap_Beams","0","0","6","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Eleven_Glow_Length.M_Eleven_Glow_Length","0","0","20","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Eleven_Glow_Core_Aim.M_Eleven_Glow_Core_Aim","0","0","10","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_VerticalFlare_Master.M_VerticalFlare_Master","0","0","9","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_SuperSoft_Glow_LDR.M_SuperSoft_Glow_LDR","0","0","12","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_MuzzleFlare_LDR2HDR.M_MuzzleFlare_LDR2HDR","0","0","12","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_Murdock_Muzzle_Flash.M_Murdock_Muzzle_Flash","0","0","15","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_LDR2HDR_Flare_Add.M_LDR2HDR_Flare_Add","0","0","9","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/M_CleanseFlare.M_CleanseFlare","0","0","15","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Explosions/Hyperbreach/M_Fireball_Directional_Lit_Master_2.M_Fireball_Directional_Lit_Master_2","0","0","90","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/DirectionalLit/M_Directional_Lit_DepthSmoke_Master.M_Directional_Lit_DepthSmoke_Master","0","0","144","2","0.000000","0","144"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Ult_Bullet_Pyramid.M_Ult_Bullet_Pyramid","0","0","10","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Chroma/M_SphereChromaWisps.M_SphereChromaWisps","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","104","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","23","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Water/Hydro/M_Hydro_Water_Particles.M_Hydro_Water_Particles","0","0","112","1","0.000000","0","112"
"/Game/ParagonMurdock/Characters/Heroes/Murdock/Skins/Tier2/Corrupt/Materials/M_Murdock_TearDuct.M_Murdock_TearDuct","0","0","54","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Flares/m_UltraFlare_Master.m_UltraFlare_Master","0","0","50","2","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Debris/M_Explosion_RockChunks.M_Explosion_RockChunks","0","0","98","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/Smoke/M_Inky_Smoke_Burst.M_Inky_Smoke_Burst","0","0","35","1","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_smoothmud.m_smoothmud","0","0","23","1","0.000000","0","0"
"/Game/ParagonMurdock/Characters/Heroes/Murdock/Skins/A_Executioner/Materials/M_CustomExectutionerVisor.M_CustomExectutionerVisor","0","0","58","1","0.000000","0","58"
"/Game/ParagonMurdock/FX/Materials/VolumeFog/M_Fog_SphericalDensity.M_Fog_SphericalDensity","0","0","24","2","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_stucco.m_stucco","0","0","50","2","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/wall/masters/m_oldbrick_01.m_oldbrick_01","0","0","23","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","58","1","0.000000","0","0"
"/Game/AnimStarterPack/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","116","2","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/roof/masters/m_tinroof.m_tinroof","0","0","54","2","0.000000","0","54"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_paintedrust_01.m_paintedrust_01","0","0","46","2","0.000000","0","69"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_diamondplate_01.m_diamondplate_01","0","0","92","4","0.000000","0","46"
"/Game/NecrosUtilityMatPack/materials/misc/masters/m_mesh_rock.m_mesh_rock","0","0","46","2","0.000000","0","0"
"/Game/NecrosUtilityMatPack/materials/floor/masters/m_wood_floor_worn.m_wood_floor_worn","0","0","23","1","0.000000","0","23"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Shield_Hex_Impact.M_Shield_Hex_Impact","0","0","44","1","0.000000","0","0"
"/Game/ParagonMurdock/FX/Materials/HeroSpecific/M_Shield_Hex.M_Shield_Hex","0","0","44","1","0.000000","0","0"
